t,Pp,Pl,SoC,Pb,Pg
2023-01-07 00:00:00+00:00,0.0,0.0,47.30655744119927,6.981403112411504,-6.981403112411504
2023-01-07 00:05:00+00:00,0.0,0.010908091494182374,44.61237120407599,6.983330726623528,-6.9724226351293455
2023-01-07 00:10:00+00:00,0.0,0.02181488503456112,41.9222233656012,6.972863197326665,-6.951048312292103
2023-01-07 00:15:00+00:00,0.0,0.03271908282177614,39.23566353357869,6.96356308460235,-6.9308440017805735
2023-01-07 00:20:00+00:00,0.0,0.043619387365336,36.59328270105669,6.849051117897027,-6.805431730531691
2023-01-07 00:25:00+00:00,0.0,0.05451450163800632,34.35109481215478,5.811751008033747,-5.757236506395741
2023-01-07 00:30:00+00:00,0.0,0.06540312923014306,33.20833616602569,2.962030410766597,-2.896627281536454
2023-01-07 00:35:00+00:00,0.0,0.07628397450395231,32.828815870079005,0.983716607093804,-0.9074326325898517
2023-01-07 00:40:00+00:00,0.0,0.08715574274765817,33.15548311183115,-1.0453351736068761,1.1324909163545342
2023-01-07 00:45:00+00:00,0.0,0.0980171403295606,33.84813263276478,-2.216478466987617,2.3144956073171774
2023-01-07 00:50:00+00:00,0.0,0.10886687485196457,34.0363901593711,-0.6024240851402318,0.7112909599921964
2023-01-07 00:55:00+00:00,0.0,0.1197036553049625,33.98061492905758,0.1445693969726598,-0.024865741667697297
2023-01-07 01:00:00+00:00,0.0,0.13052619222005157,33.62745980030778,0.9153780937194793,-0.7848519014994277
2023-01-07 01:05:00+00:00,0.0,0.14133319782356746,33.23115426610099,1.0272239446640055,-0.885890746840438
2023-01-07 01:10:00+00:00,0.0,0.15212338618991672,33.174405815194795,0.14709198474884724,0.005031401441069477
2023-01-07 01:15:00+00:00,0.0,0.16289547339458874,32.22632992023856,2.457412719726561,-2.2945172463319725
2023-01-07 01:20:00+00:00,0.0,0.17364817766693033,30.399037270036388,4.736342549324031,-4.562694371657101
2023-01-07 01:25:00+00:00,0.0,0.1843802195426634,32.10842049324219,-5.4700263142585825,5.654406533801246
2023-01-07 01:30:00+00:00,0.0,0.19509032201612825,32.53114821964209,-1.3527287244796682,1.5478190464957964
2023-01-07 01:35:00+00:00,0.0,0.2057772106922349,34.03046399929826,-4.797810494899757,5.0035877055919915
2023-01-07 01:40:00+00:00,0.0,0.21643961393810285,36.032612627533126,-6.406875610351559,6.623315224289662
2023-01-07 01:45:00+00:00,0.0,0.2270762630343732,33.718245445440225,5.998839735984803,-5.77176347295043
2023-01-07 01:50:00+00:00,0.0,0.23768589232617313,35.627716953555755,-6.1103088259696925,6.347994718295865
2023-01-07 01:55:00+00:00,0.0,0.24826723937371628,37.044566726932935,-4.533919274806983,4.7821865141807
2023-01-07 02:00:00+00:00,0.0,0.25881904510252074,36.54847630265136,1.2858663797378582,-1.0270473346353375
2023-01-07 02:05:00+00:00,0.0,0.269340053953226,34.2242452417167,6.024406909942629,-5.755066855989403
2023-01-07 02:10:00+00:00,0.0,0.27982901403099203,31.87553332060761,6.087861299514767,-5.808032285483775
2023-01-07 02:15:00+00:00,0.0,0.29028467725446233,33.222014874817795,-4.308740973472602,4.599025650727064
2023-01-07 02:20:00+00:00,0.0,0.3007057995042732,35.13951823920197,-6.136010766029365,6.436716565533638
2023-01-07 02:25:00+00:00,0.0,0.3110911407710909,34.82534054689755,0.8143485784530662,-0.5032574376819753
2023-01-07 02:30:00+00:00,0.0,0.3214394653031616,36.98089996375789,-6.8977901339530945,7.219229599256256
2023-01-07 02:35:00+00:00,0.0,0.3317495417533521,38.93984220944991,-6.2686151862144435,6.600364727967795
2023-01-07 02:40:00+00:00,0.0,0.3420201433256687,36.586733893893765,6.099256753921516,-5.7572366105958475
2023-01-07 02:45:00+00:00,0.0,0.3522500479212335,38.51600230246048,-6.173658907413486,6.52590895533472
2023-01-07 02:50:00+00:00,0.0,0.36243803828370164,40.30453010036807,-5.723288953304291,6.085726991587992
2023-01-07 02:55:00+00:00,0.0,0.37258290214410295,42.15508524834375,-5.921776473522193,6.294359375666296
2023-01-07 03:00:00+00:00,0.0,0.3826834323650898,40.55581563968719,4.145306825637822,-3.762623393272732
2023-01-07 03:05:00+00:00,0.0,0.39273842708457407,40.640195830506684,-0.2700166106223989,0.662755037706973
2023-01-07 03:10:00+00:00,0.0,0.4027466898587372,40.31189018170592,0.8509682416915948,-0.4482215518328576
2023-01-07 03:15:00+00:00,0.0,0.4127070298043947,37.75488072316405,6.627768516540527,-6.215061486736133
2023-01-07 03:20:00+00:00,0.0,0.42261826174069944,38.72892671506163,-3.116947174072262,3.5395654358129613
2023-01-07 03:25:00+00:00,0.0,0.4324792063301662,36.05360994713359,6.934421062469488,-6.501941856139322
